   Compiling ../../../src/bckups/filter_tb.cpp in debug mode
   Generating csim.exe
Length of the input stream 	0
Length of the input stream 	2300001
Coef. index # 525		(-7.41184e-05,-3.19774e-05)
Coef. index # 526		(-3.45986e-07,-2.12961e-05)
Coef. index # 527		(-6.69761e-05,-7.66362e-05)
Coef. index # 528		(-3.7421e-05,-1.47521e-06)
Coef. index # 529		(-1.66083e-05,-6.2705e-05)
Coef. index # 530		(-7.84644e-05,-4.29172e-05)
Coef. index # 531		(-3.32901e-06,-1.23521e-05)
Coef. index # 532		(-5.7999e-05,-7.9568e-05)
Coef. index # 533		(-4.8364e-05,-5.87385e-06)
Coef. index # 534		(-8.60775e-06,-5.29452e-05)
Coef. index # 535		(-7.9927e-05,-5.366e-05)
Coef. index # 536		(-9.0627e-06,-5.44684e-06)
Coef. index # 537		(-4.76371e-05,-7.95331e-05)
Coef. index # 538		(-5.87064e-05,-1.28383e-05)
Coef. index # 539		(-2.92854e-06,-4.21721e-05)
Coef. index # 540		(-7.83913e-05,-6.34072e-05)
Coef. index # 541		(-1.71303e-05,-1.10129e-06)
Coef. index # 542		(-3.66541e-05,-7.65212e-05)
Coef. index # 543		(-6.7675e-05,-2.18591e-05)
Coef. index # 544		(-4.65661e-10,-3.11853e-05)
Coef. index # 545		(-7.39582e-05,-7.14292e-05)
Coef. index # 546		(-2.69404e-05,3.5204e-07)
Coef. index # 547		(-2.58652e-05,-7.07461e-05)
Coef. index # 548		(-7.45994e-05,-3.22764e-05)
Coef. index # 549		(-5.21541e-08,-2.07974e-05)
Coef. index # 550		(-6.69453e-05,-7.71233e-05)
Coef. index # 551		(-3.77712e-05,-1.20839e-06)
Coef. index # 552		(-1.60732e-05,-6.26231e-05)
Coef. index # 553		(-7.89533e-05,-4.33214e-05)
Coef. index # 554		(-3.09572e-06,-1.1784e-05)
Coef. index # 555		(-5.78603e-05,-8.00532e-05)
Coef. index # 556		(-4.88241e-05,-5.68246e-06)
Coef. index # 557		(-8.01124e-06,-5.27431e-05)
Coef. index # 558		(-8.03992e-05,-5.41774e-05)
Coef. index # 559		(-8.92207e-06,-4.82565e-06)
Coef. index # 560		(-4.73661e-05,-7.99843e-05)
Coef. index # 561		(-5.92791e-05,-1.27563e-05)
Coef. index # 562		(-2.28873e-06,-4.18294e-05)
Coef. index # 563		(-7.88122e-05,-6.4034e-05)
Coef. index # 564		(-1.71154e-05,-4.5076e-07)
Coef. index # 565		(-3.62354e-05,-7.69021e-05)
Coef. index # 566		(-6.8353e-05,-2.19201e-05)
Coef. index # 567		(6.5146e-07,-3.06861e-05)
Coef. index # 568		(-7.42874e-05,-7.21524e-05)
Coef. index # 569		(-2.70843e-05,9.94653e-07)
Coef. index # 570		(-2.52882e-05,-7.10124e-05)
Coef. index # 571		(-7.53612e-05,-3.25101e-05)
Coef. index # 572		(5.69504e-07,-2.01412e-05)
Coef. index # 573		(-6.71372e-05,-7.79154e-05)
Coef. index # 574		(-3.81004e-05,-6.1933e-07)
Coef. index # 575		(-1.53431e-05,-6.27311e-05)
Coef. index # 576		(-7.97641e-05,-4.37503e-05)
Coef. index # 577		(-2.55415e-06,-1.09831e-05)
Coef. index # 578		(-5.78733e-05,-8.08723e-05)
Coef. index # 579		(-4.93554e-05,-5.20144e-06)
Coef. index # 580		(-7.14697e-06,-5.26514e-05)
Coef. index # 581		(-8.12123e-05,-5.48102e-05)
Coef. index # 582		(-8.51555e-06,-3.9069e-06)
Coef. index # 583		(-4.71612e-05,-8.07764e-05)
Coef. index # 584		(-6.00121e-05,-1.24383e-05)
Coef. index # 585		(-1.32713e-06,-4.15053e-05)
Coef. index # 586		(-7.95671e-05,-6.48643e-05)
Coef. index # 587		(-1.68993e-05,5.40633e-07)
Coef. index # 588		(-3.57861e-05,-7.76043e-05)
Coef. index # 589		(-6.92732e-05,-2.1819e-05)
Coef. index # 590		(1.65822e-06,-3.01111e-05)
Coef. index # 591		(-7.49184e-05,-7.31554e-05)
Coef. index # 592		(-2.71094e-05,1.99955e-06)
Coef. index # 593		(-2.45851e-05,-7.15563e-05)
Coef. index # 594		(-7.64332e-05,-3.26722e-05)
Coef. index # 595		(1.55484e-06,-1.93124e-05)
Coef. index # 596		(-6.75763e-05,-7.90441e-05)
Coef. index # 597		(-3.84073e-05,3.26429e-07)
Coef. index # 598		(-1.43931e-05,-6.30491e-05)
Coef. index # 599		(-8.09352e-05,-4.42071e-05)
Coef. index # 600		(-1.66707e-06,-9.92091e-06)
Coef. index # 601		(-5.80545e-05,-8.20654e-05)
Coef. index # 602		(-4.99655e-05,-4.39445e-06)
Coef. index # 603		(-5.98188e-06,-5.26821e-05)
Coef. index # 604		(-8.24081e-05,-5.55743e-05)
Coef. index # 605		(-7.80914e-06,-2.65287e-06)
Coef. index # 606		(-4.70304e-05,-8.19531e-05)
Coef. index # 607		(-6.09281e-05,-1.1852e-05)
Coef. index # 608		(0,-4.12022e-05)
Coef. index # 609		(-8.07024e-05,-6.59251e-05)
Coef. index # 610		(-1.64541e-05,1.92178e-06)
Coef. index # 611		(-3.53041e-05,-7.86721e-05)
Coef. index # 612		(-7.04713e-05,-2.15331e-05)
Coef. index # 613		(3.0715e-06,-2.94452e-05)
Coef. index # 614		(-7.58963e-05,-7.44774e-05)
Coef. index # 615		(-2.69981e-05,3.42214e-06)
Coef. index # 616		(-2.37362e-05,-7.24192e-05)
Coef. index # 617		(-7.78651e-05,-3.27504e-05)
Coef. index # 618		(2.96021e-06,-1.82823e-05)
Coef. index # 619		(-6.83004e-05,-8.05655e-05)
Coef. index # 620		(-3.86853e-05,1.68849e-06)
Coef. index # 621		(-1.31885e-05,-6.36103e-05)
Coef. index # 622		(-8.25231e-05,-4.46942e-05)
Coef. index # 623		(-3.77186e-07,-8.55187e-06)
Coef. index # 624		(-5.84321e-05,-8.36961e-05)
Coef. index # 625		(-5.06672e-05,-3.20468e-06)
Coef. index # 626		(-4.46243e-06,-5.28572e-05)
Coef. index # 627		(-8.40542e-05,-5.64912e-05)
Coef. index # 628		(-6.74836e-06,-1.00164e-06)
Coef. index # 629		(-4.69852e-05,-8.35843e-05)
Coef. index # 630		(-6.20573e-05,-1.09491e-05)
Coef. index # 631		(1.76067e-06,-4.09232e-05)
Coef. index # 632		(-8.2287e-05,-6.72601e-05)
Coef. index # 633		(-1.57352e-05,3.7672e-06)
Coef. index # 634		(-3.47812e-05,-8.0178e-05)
Coef. index # 635		(-7.19992e-05,-2.10232e-05)
Coef. index # 636		(4.9728e-06,-2.86731e-05)
Coef. index # 637		(-7.72905e-05,-7.61822e-05)
Coef. index # 638		(-2.67201e-05,5.34719e-06)
Coef. index # 639		(-2.27112e-05,-7.36671e-05)
Coef. index # 640		(-7.97263e-05,-3.27243e-05)
Coef. index # 641		(4.87547e-06,-1.70083e-05)
Coef. index # 642		(-6.93691e-05,-8.2558e-05)
Coef. index # 643		(-3.89284e-05,3.55719e-06)
Coef. index # 644		(-1.16732e-05,-6.44703e-05)
Coef. index # 645		(-8.4619e-05,-4.5218e-05)
Coef. index # 646		(1.40723e-06,-6.8089e-06)
Coef. index # 647		(-5.90524e-05,-8.586e-05)
Coef. index # 648		(-5.14784e-05,-1.5432e-06)
Coef. index # 649		(-2.50945e-06,-5.32102e-05)
Coef. index # 650		(-8.62521e-05,-5.75935e-05)
Coef. index # 651		(-5.24847e-06,1.13854e-06)
Coef. index # 652		(-4.7049e-05,-8.57753e-05)
Coef. index # 653		(-6.34482e-05,-9.6485e-06)
Coef. index # 654		(4.05964e-06,-4.06774e-05)
Coef. index # 655		(-8.4429e-05,-6.89314e-05)
Coef. index # 656		(-1.46711e-05,6.1919e-06)
Coef. index # 657		(-3.42103e-05,-8.22293e-05)
Coef. index # 658		(-7.39363e-05,-2.02293e-05)
Coef. index # 659		(7.48551e-06,-2.77683e-05)
Coef. index # 660		(-7.92043e-05,-7.83643e-05)
Coef. index # 661		(-2.62284e-05,7.90646e-06)
Coef. index # 662		(-2.14684e-05,-7.54003e-05)
Coef. index # 663		(-8.21282e-05,-3.25623e-05)
Coef. index # 664		(7.43615e-06,-1.54292e-05)
Coef. index # 665		(-7.08774e-05,-8.51471e-05)
Coef. index # 666		(-3.91193e-05,6.07129e-06)
Coef. index # 667		(-9.76678e-06,-6.5709e-05)
Coef. index # 668		(-8.73571e-05,-4.57801e-05)
Coef. index # 669		(3.82494e-06,-4.58956e-06)
Coef. index # 670		(-5.99823e-05,-8.87061e-05)
Coef. index # 671		(-5.24241e-05,7.27363e-07)
Coef. index # 672		(-4.65661e-10,-5.37951e-05)
Coef. index # 673		(-8.91574e-05,-5.8928e-05)
Coef. index # 674		(-3.17721e-06,3.90876e-06)
Coef. index # 675		(-4.72544e-05,-8.86894e-05)
Coef. index # 676		(-6.51702e-05,-7.82823e-06)
Coef. index # 677		(7.05523e-06,-4.04762e-05)
Coef. index # 678		(-8.72961e-05,-7.10324e-05)
Coef. index # 679		(-1.31512e-05,9.3705e-06)
Coef. index # 680		(-3.35802e-05,-8.4992e-05)
Coef. index # 681		(-7.63992e-05,-1.90572e-05)
Coef. index # 682		(1.07996e-05,-2.66931e-05)
Coef. index # 683		(-8.18032e-05,-8.11662e-05)
Coef. index # 684		(-2.54475e-05,1.13016e-05)
Coef. index # 685		(-1.9941e-05,-7.77752e-05)
Coef. index # 686		(-8.52351e-05,-3.22121e-05)
Coef. index # 687		(1.08536e-05,-1.34492e-05)
Coef. index # 688		(-7.29682e-05,-8.85203e-05)
Coef. index # 689		(-3.92324e-05,9.44827e-06)
Coef. index # 690		(-7.34208e-06,-6.7458e-05)
Coef. index # 691		(-9.09483e-05,-4.63841e-05)
Coef. index # 692		(7.09575e-06,-1.73738e-06)
Coef. index # 693		(-6.13332e-05,-9.24612e-05)
Coef. index # 694		(-5.3538e-05,3.82215e-06)
Coef. index # 695		(3.25358e-06,-5.46961e-05)
Coef. index # 696		(-9.30144e-05,-6.05644e-05)
Coef. index # 697		(-3.26894e-07,7.52881e-06)
Coef. index # 698		(-4.7659e-05,-9.25804e-05)
Coef. index # 699		(-6.73304e-05,-5.29224e-06)
Coef. index # 700		(1.0998e-05,-4.0343e-05)
Coef. index # 701		(-9.1149e-05,-7.37072e-05)
Coef. index # 702		(-1.09971e-05,1.35805e-05)
Coef. index # 703		(-3.28762e-05,-8.87294e-05)
Coef. index # 704		(-7.95731e-05,-1.73524e-05)
Coef. index # 705		(1.52169e-05,-2.5392e-05)
Coef. index # 706		(-8.53464e-05,-8.48104e-05)
Coef. index # 707		(-2.42521e-05,1.58558e-05)
Coef. index # 708		(-1.80281e-05,-8.10414e-05)
Coef. index # 709		(-8.93101e-05,-3.1583e-05)
Coef. index # 710		(1.54679e-05,-1.09184e-05)
Coef. index # 711		(-7.58762e-05,-9.29772e-05)
Coef. index # 712		(-3.92194e-05,1.40388e-05)
Coef. index # 713		(-4.19887e-06,-6.99274e-05)
Coef. index # 714		(-9.57265e-05,-4.70281e-05)
Coef. index # 715		(1.15749e-05,2.00095e-06)
Coef. index # 716		(-6.32843e-05,-9.74895e-05)
Coef. index # 717		(-5.48712e-05,8.09692e-06)
Coef. index # 718		(7.55768e-06,-5.60554e-05)
Coef. index # 719		(-9.82131e-05,-6.26072e-05)
Coef. index # 720		(3.64799e-06,1.23568e-05)
Coef. index # 721		(-4.83571e-05,-9.7861e-05)
Coef. index # 722		(-7.00932e-05,-1.71363e-06)
Coef. index # 723		(1.62949e-05,-4.03184e-05)
Coef. index # 724		(-9.64152e-05,-7.7188e-05)
Coef. index # 725		(-7.91065e-06,1.92807e-05)
Coef. index # 726		(-3.20761e-05,-9.38764e-05)
Coef. index # 727		(-8.37552e-05,-1.48513e-05)
Coef. index # 728		(2.12397e-05,-2.37753e-05)
Coef. index # 729		(-9.02652e-05,-8.96612e-05)
Coef. index # 730		(-2.24262e-05,2.21119e-05)
Coef. index # 731		(-1.55624e-05,-8.56193e-05)
Coef. index # 732		(-9.47863e-05,-3.05162e-05)
Coef. index # 733		(2.18539e-05,-7.58749e-06)
Coef. index # 734		(-7.99983e-05,-9.90164e-05)
Coef. index # 735		(-3.8987e-05,2.04439e-05)
Coef. index # 736		(0,-7.34753e-05)
Coef. index # 737		(-0.00010225,-4.76972e-05)
Coef. index # 738		(1.78758e-05,7.0543e-06)
Coef. index # 739		(-6.61463e-05,-0.00010441)
Coef. index # 740		(-5.64964e-05,1.41677e-05)
Coef. index # 741		(1.34357e-05,-5.81183e-05)
Coef. index # 742		(-0.00010543,-6.52303e-05)
Coef. index # 743		(9.3542e-06,1.9013e-05)
Coef. index # 744		(-4.95161e-05,-0.00010525)
Coef. index # 745		(-7.37403e-05,3.4906e-06)
Coef. index # 746		(2.3664e-05,-4.04762e-05)
Coef. index # 747		(-0.00010384,-8.18674e-05)
Coef. index # 748		(-3.34857e-06,2.72798e-05)
Coef. index # 749		(-3.11472e-05,-0.0001012)
Coef. index # 750		(-8.94582e-05,-1.10702e-05)
Coef. index # 751		(2.97669e-05,-2.16831e-05)
Coef. index # 752		(-9.73321e-05,-9.63602e-05)
Coef. index # 753		(-1.95634e-05,3.10466e-05)
Coef. index # 754		(-1.22474e-05,-9.22661e-05)
Coef. index # 755		(-0.00010243,-2.87024e-05)
Coef. index # 756		(3.10605e-05,-3.00771e-06)
Coef. index # 757		(-8.60533e-05,-0.00010753)
Coef. index # 758		(-3.83463e-05,2.97679e-05)
Coef. index # 759		(5.86873e-06,-7.87661e-05)
Coef. index # 760		(-0.00011155,-4.83422e-05)
Coef. index # 761		(2.7149e-05,1.42157e-05)
Coef. index # 762		(-7.0496e-05,-0.00011438)
Coef. index # 763		(-5.85262e-05,2.32048e-05)
Coef. index # 764		(2.18689e-05,-6.13523e-05)
Coef. index # 765		(-0.00011591,-6.87274e-05)
Coef. index # 766		(1.79587e-05,2.86726e-05)
Coef. index # 767		(-5.14621e-05,-0.0001161)
Coef. index # 768		(-7.8768e-05,1.14567e-05)
Coef. index # 769		(3.4479e-05,-4.09693e-05)
Coef. index # 770		(-0.00011487,-8.84691e-05)
Coef. index # 771		(3.76347e-06,3.91519e-05)
Coef. index # 772		(-3.00314e-05,-0.00011219)
Coef. index # 773		(-9.76501e-05,-5.03194e-06)
Coef. index # 774		(4.2568e-05,-1.8815e-05)
Coef. index # 775		(-0.00010806,-0.00010613)
Coef. index # 776		(-1.48211e-05,4.46206e-05)
Coef. index # 777		(-7.50367e-06,-0.00010248)
Coef. index # 778		(-0.00011374,-2.54791e-05)
Coef. index # 779		(4.52218e-05,3.71877e-06)
Coef. index # 780		(-9.54992e-05,-0.00012031)
Coef. index # 781		(-3.68594e-05,4.42988e-05)
Coef. index # 782		(1.46599e-05,-8.71592e-05)
Coef. index # 783		(-0.00012569,-4.88004e-05)
Coef. index # 784		(4.18038e-05,2.51248e-05)
Coef. index # 785		(-7.75433e-05,-0.00012972)
Coef. index # 786		(-6.11274e-05,3.77088e-05)
Coef. index # 787		(3.49209e-05,-6.67493e-05)
Coef. index # 788		(-0.00013229,-7.36513e-05)
Coef. index # 789		(3.20077e-05,4.38546e-05)
Coef. index # 790		(-5.49001e-05,-0.00013327)
Coef. index # 791		(-8.61762e-05,2.47196e-05)
Coef. index # 792		(5.17429e-05,-4.21354e-05)
Coef. index # 793		(-0.00013257,-9.84943e-05)
Coef. index # 794		(1.58846e-05,5.84037e-05)
Coef. index # 795		(-2.86121e-05,-0.00013012)
Coef. index # 796		(-0.0001104,5.56745e-06)
Coef. index # 797		(6.36708e-05,-1.45044e-05)
Coef. index # 798		(-0.00012586,-0.00012166)
Coef. index # 799		(-6.14533e-06,6.73868e-05)
Coef. index # 800		(-4.65661e-10,-0.00011974)
Coef. index # 801		(-0.00013209,-1.91452e-05)
Coef. index # 802		(6.94087e-05,1.46986e-05)
Coef. index # 803		(-0.00011176,-0.00014145)
Coef. index # 804		(-3.33022e-05,6.96108e-05)
Coef. index # 805		(2.93828e-05,-0.00010193)
Coef. index # 806		(-0.00014953,-4.84684e-05)
Coef. index # 807		(6.78818e-05,4.38318e-05)
Coef. index # 808		(-9.02684e-05,-0.00015614)
Coef. index # 809		(-6.44755e-05,6.41276e-05)
Coef. index # 810		(5.78226e-05,-7.68281e-05)
Coef. index # 811		(-0.00016108,-8.11382e-05)
Coef. index # 812		(5.82747e-05,7.11256e-05)
Coef. index # 813		(-6.16773e-05,-0.00016414)
Coef. index # 814		(-9.82601e-05,5.02667e-05)
Coef. index # 815		(8.35136e-05,-4.48981e-05)
Coef. index # 816		(-0.00016515,-0.00011563)
Coef. index # 817		(4.00618e-05,9.47546e-05)
Coef. index # 818		(-2.65921e-05,-0.00016393)
Coef. index # 819		(-0.00013302,2.76398e-05)
Coef. index # 820		(0.00010462,-6.86897e-06)
Coef. index # 821		(-0.00016032,-0.0001502)
Coef. index # 822		(1.29887e-05,0.00011289)
Coef. index # 823		(1.41519e-05,-0.00015414)
Coef. index # 824		(-0.00016694,-3.88734e-06)
Coef. index # 825		(0.00011933,3.63458e-05)
Coef. index # 826		(-0.00014523,-0.00018297)
Coef. index # 827		(-2.29795e-05,0.00012374)
Coef. index # 828		(5.95916e-05,-0.00013342)
Coef. index # 829		(-0.00019806,-4.42741e-05)
Coef. index # 830		(0.00012588,8.3779e-05)
Coef. index # 831		(-0.00011852,-0.00021192)
Coef. index # 832		(-6.77654e-05,0.00012554)
Coef. index # 833		(0.00010881,-0.00010031)
Coef. index # 834		(-0.0002243,-9.34592e-05)
Coef. index # 835		(0.0001225,0.00013463)
Coef. index # 836		(-7.85342e-05,-0.0002349)
Coef. index # 837		(-0.00012139,0.00011651)
Coef. index # 838		(0.00016122,-5.28484e-05)
Coef. index # 839		(-0.00024342,-0.00015164)
Coef. index # 840		(0.00010731,0.00018865)
Coef. index # 841		(-2.27853e-05,-0.00024951)
Coef. index # 842		(-0.00018437,9.46037e-05)
Coef. index # 843		(0.00021711,1.23088e-05)
Coef. index # 844		(-0.00025277,-0.00021985)
Coef. index # 845		(7.80188e-05,0.00024696)
Coef. index # 846		(5.33978e-05,-0.0002527)
Coef. index # 847		(-0.00025851,5.71017e-05)
Coef. index # 848		(0.0002789,0.00010194)
Coef. index # 849		(-0.00024865,-0.0003011)
Coef. index # 850		(3.12557e-05,0.00031413)
Coef. index # 851		(0.00016025,-0.00023967)
Coef. index # 852		(-0.00034877,-3.06405e-07)
Coef. index # 853		(0.00035482,0.00023213)
Coef. index # 854		(-0.00022433,-0.00040348)
Coef. index # 855		(-3.86192e-05,0.00040503)
Coef. index # 856		(0.00032423,-0.00020021)
Coef. index # 857		(-0.00046852,-8.49124e-05)
Coef. index # 858		(0.00047283,0.00044907)
Coef. index # 859		(-0.00016292,-0.00054973)
Coef. index # 860		(-0.00014002,0.00057615)
Coef. index # 861		(0.00063288,-0.0001034)
Coef. index # 862		(-0.00065814,-0.00020097)
Coef. index # 863		(0.00076143,0.00093944)
Coef. index # 864		(0,-0.00081577)
Coef. index # 865		(-0.00024053,0.0011815)
Coef. index # 866		(0.0015645,0.00021161)
Coef. index # 867		(-0.0010611,-3.60124e-05)
Coef. index # 868		(0.0026041,0.0034117)
Coef. index # 869		(0.00078958,-0.0010672)
Coef. index # 870		(0.0048175,0.018883)
Coef. index # 871		(0.028549,0.013903)
Coef. index # 872		(-0.035458,-0.10529)
Coef. index # 873		(-0.15762,-0.15047)
Coef. index # 874		(-0.064715,0.079581)
Coef. index # 875		(0.22756,0.31219)
Coef. index # 876		(0.28367,0.13333)
Coef. index # 877		(-0.097287,-0.32628)
Coef. index # 878		(-0.4595,-0.42849)
Coef. index # 879		(-0.22352,0.094454)
Coef. index # 880		(0.41122,0.60119)
Coef. index # 881		(0.57728,0.3288)
Coef. index # 882		(-0.068198,-0.47336)
Coef. index # 883		(-0.73115,-0.73021)
Coef. index # 884		(-0.45069,0.020598)
Coef. index # 885		(0.51639,0.84887)
Coef. index # 886		(0.8812,0.58299)
Coef. index # 887		(0.04781,-0.53563)
Coef. index # 888		(-0.94971,0.9711)
Coef. index # 889		(-0.72585,-0.13547)
Coef. index # 890		(0.53362,-0.9667)
Coef. index # 891		(-0.8314,0.87323)
Coef. index # 892		(0.23994,-0.50818)
Coef. index # 893		(0.9038,0.7017)
Coef. index # 894		(0.9756,-0.35957)
Coef. index # 895		(0.46174,-0.8614)
Coef. index # 896		(-0.5858,-0.8264)
Coef. index # 897		(0.49068,-0.39403)
Coef. index # 898		(0.842,0.4857)
Coef. index # 899		(0.6804,-0.63138)
Coef. index # 900		(0.30767,-0.8444)
Coef. index # 901		(-0.4038,-0.5428)
Coef. index # 902		(0.77725,-0.20393)
Coef. index # 903		(0.8698,0.3418)
Coef. index # 904		(0.4149,-0.92627)
Coef. index # 905		(0.085698,-0.9165)
Coef. index # 906		(-0.3011,-0.3013)
Coef. index # 907		(-0.9263,0.044554)
Coef. index # 908		(0.9843,0.2827)
Coef. index # 909		(0.2029,0.7825)
Coef. index # 910		(-0.18378,0.92928)
Coef. index # 911		(-0.2868,-0.1234)
Coef. index # 912		(-0.6469,0.32864)
Coef. index # 913		(-0.82544,0.3133)
Coef. index # 914		(0.0634,0.5212)
Coef. index # 915		(-0.47609,0.70728)
Coef. index # 916		(-0.3615,-0.0252)
Coef. index # 917		(-0.4097,0.62233)
Coef. index # 918		(-0.57699,0.4304)
Coef. index # 919		(0.0086,0.3136)
Coef. index # 920		(-0.76451,0.43797)
Coef. index # 921		(-0.5184,-0.0151)
Coef. index # 922		(-0.2362,0.89919)
Coef. index # 923		(-0.29344,0.621)
Coef. index # 924		(0.0385,0.1715)
Coef. index # 925		(0.9717,0.14714)
Coef. index # 926		(-0.7311,-0.0724)
Coef. index # 927		(-0.117,-0.8485)
Coef. index # 928		(-4.65661e-10,0.8485)
Coef. index # 929		(0.1169,0.0724)
Coef. index # 930		(0.7311,-0.14714)
Coef. index # 931		(-0.9717,-0.1716)
Coef. index # 932		(-0.0385,-0.621)
Coef. index # 933		(0.29344,-0.89917)
Coef. index # 934		(0.2362,0.015)
Coef. index # 935		(0.518,-0.43824)
Coef. index # 936		(0.76541,-0.3103)
Coef. index # 937		(-0.00250006,-0.4234)
Coef. index # 938		(0.58053,-0.62733)
Coef. index # 939		(0.3936,0.000499964)
Coef. index # 940		(0.337,-0.71984)
Coef. index # 941		(0.48599,-0.4855)
Coef. index # 942		(-0.00969994,-0.2599)
Coef. index # 943		(0.85505,-0.3419)
Coef. index # 944		(0.5858,0.0294)
Coef. index # 945		(0.1919,-0.98586)
Coef. index # 946		(0.19605,-0.6936)
Coef. index # 947		(-0.0599999,-0.1341)
Coef. index # 948		(-0.8889,-0.04908)
Coef. index # 949		(0.8086,0.1009)
Coef. index # 950		(0.086,0.7695)
Coef. index # 951		(-0.098141,-0.93)
Coef. index # 952		(-0.1523,-0.0487)
Coef. index # 953		(-0.657,0.24481)
Coef. index # 954		(-0.94277,0.2135)
Coef. index # 955		(0.0216,0.5514)
Coef. index # 956		(-0.3902,0.81051)
Coef. index # 957		(-0.2845,-0.00549996)
Coef. index # 958		(-0.4541,0.5334)
Coef. index # 959		(-0.67376,0.3648)
Coef. index # 960		(-9.98974e-05,0.3647)
Coef. index # 961		(-0.67382,0.53344)
Coef. index # 962		(-0.454,-0.00549996)
Coef. index # 963		(-0.2846,0.81044)
Coef. index # 964		(-0.39017,0.5515)
Coef. index # 965		(0.0216,0.2135)
Coef. index # 966		(-0.94284,0.24483)
Coef. index # 967		(-0.6569,-0.0486)
Coef. index # 968		(-0.1523,-0.9301)
Coef. index # 969		(-0.098132,0.7695)
Coef. index # 970		(0.0861,0.1009)
Coef. index # 971		(0.8085,-0.049084)
Coef. index # 972		(-0.8888,-0.1341)
Coef. index # 973		(-0.0599999,-0.6937)
Coef. index # 974		(0.19603,-0.98579)
Coef. index # 975		(0.192,0.0294)
Coef. index # 976		(0.5857,-0.34194)
Coef. index # 977		(0.85512,-0.2599)
Coef. index # 978		(-0.00969994,-0.4857)
Coef. index # 979		(0.48594,-0.71978)
Coef. index # 980		(0.337,0.000499964)
Coef. index # 981		(0.3935,-0.62739)
Coef. index # 982		(0.58058,-0.4233)
Coef. index # 983		(-0.00250006,-0.3104)
Coef. index # 984		(0.76534,-0.4382)
Coef. index # 985		(0.5181,0.015)
Coef. index # 986		(0.2361,-0.89926)
Coef. index # 987		(0.29347,-0.6209)
Coef. index # 988		(-0.0385,-0.1717)
Coef. index # 989		(-0.9718,-0.14713)
Coef. index # 990		(0.7312,0.0724)
Coef. index # 991		(0.1168,0.8483)
Coef. index # 992		(0,-0.8484)
Coef. index # 993		(-0.117,-0.0725)
Coef. index # 994		(-0.7313,0.14713)
Coef. index # 995		(0.9718,0.1715)
Coef. index # 996		(0.0384001,0.6209)
Coef. index # 997		(-0.29347,0.89922)
Coef. index # 998		(-0.2362,-0.0151)
Coef. index # 999		(-0.5182,0.43819)
Coef. index # 1000		(-0.76537,0.3103)
Coef. index # 1001		(0.00230002,0.4232)
Coef. index # 1002		(-0.58058,0.62736)
Coef. index # 1003		(-0.3936,-0.000699997)
Coef. index # 1004		(-0.3371,0.71977)
Coef. index # 1005		(-0.48596,0.4856)
Coef. index # 1006		(0.00960004,0.2598)
Coef. index # 1007		(-0.85513,0.34193)
Coef. index # 1008		(-0.5858,-0.0295)
Coef. index # 1009		(-0.1921,0.98577)
Coef. index # 1010		(-0.19603,0.6936)
Coef. index # 1011		(0.0599,0.1339)
Coef. index # 1012		(0.8888,0.049083)
Coef. index # 1013		(-0.8086,-0.101)
Coef. index # 1014		(-0.0862,-0.7696)
Coef. index # 1015		(0.098135,0.93)
Coef. index # 1016		(0.1522,0.0484999)
Coef. index # 1017		(0.6568,-0.24482)
Coef. index # 1018		(0.94278,-0.2136)
Coef. index # 1019		(-0.0217,-0.5515)
Coef. index # 1020		(0.39018,-0.81049)
Coef. index # 1021		(0.2845,0.00530005)
Coef. index # 1022		(0.4539,-0.53343)
Coef. index # 1023		(0.67377,-0.3649)
Coef. index # 1024		(0,0.8484)
Coef. index # 1025		(0.1169,0.0724)
Coef. index # 1026		(0.7312,-0.14713)
Coef. index # 1027		(-0.9718,-0.1716)
Coef. index # 1028		(-0.0384001,-0.621)
Coef. index # 1029		(0.29345,-0.8992)
Coef. index # 1030		(0.2362,0.015)
Coef. index # 1031		(0.5181,-0.43822)
Coef. index # 1032		(0.76539,-0.3103)
Coef. index # 1033		(-0.00240004,-0.4233)
Coef. index # 1034		(0.58055,-0.62734)
Coef. index # 1035		(0.3936,0.00059998)
Coef. index # 1036		(0.337,-0.71982)
Coef. index # 1037		(0.48598,-0.4856)
Coef. index # 1038		(-0.00960004,-0.2599)
Coef. index # 1039		(0.85508,-0.34191)
Coef. index # 1040		(0.5858,0.0294)
Coef. index # 1041		(0.192,-0.98583)
Coef. index # 1042		(0.19604,-0.6936)
Coef. index # 1043		(-0.0599,-0.1341)
Coef. index # 1044		(-0.8889,-0.049081)
Coef. index # 1045		(0.8086,0.1009)
Coef. index # 1046		(0.0861,0.7695)
Coef. index # 1047		(-0.098139,-0.93)
Coef. index # 1048		(-0.1522,-0.0486)
Coef. index # 1049		(-0.6569,0.24481)
Coef. index # 1050		(-0.94277,0.2136)
Coef. index # 1051		(0.0216,0.5515)
Coef. index # 1052		(-0.3902,0.8105)
Coef. index # 1053		(-0.2845,-0.00549996)
Coef. index # 1054		(-0.454,0.5334)
Coef. index # 1055		(-0.67376,0.3648)
Coef. index # 1056		(0,0.3648)
Coef. index # 1057		(-0.67381,0.53344)
Coef. index # 1058		(-0.454,-0.00549996)
Coef. index # 1059		(-0.2846,0.81045)
Coef. index # 1060		(-0.39017,0.5515)
Coef. index # 1061		(0.0216,0.2135)
Coef. index # 1062		(-0.94283,0.24483)
Coef. index # 1063		(-0.6569,-0.0486)
